phase,segment,combo,bin_key,n_horses,tansho_n,tansho_hit_rate,tansho_roi_raw,tansho_roi_corr,fukusho_n,fukusho_hit_rate,fukusho_roi_raw,fukusho_roi_corr,combo_clb,combo_mean_roi,split_factor,sub_bins_count,sub_bins_sizes,noise_bins_count,noise_ratio
3,COURSE_27_05_芝_マイル,omo_tekisei_code+ten_shisu_juni+pace_shisu_juni,3|1.0|1.0,187,187,12.3,66.36,86.57,187,40.64,95.67,100.98,81.67,90.0,class_code,15,"69,25,25,15,14,11,10,4,4,3,2,2,1,1,1",14,93.3
3,KEIBAJO_SURFACE_06_ダ,manken_shirushi+da_tekisei_code+ichi_shisu_juni,1|2|4.0,140,140,16.43,97.71,99.48,140,42.14,96.5,100.77,82.98,86.74,class_code,9,"52,31,20,19,11,2,2,2,1",8,88.9
3,GLOBAL_条件戦,kyori_tekisei_2+da_tekisei_code+kyakushitsu,2|2|3,133,133,20.3,59.92,71.41,133,61.65,92.78,100.73,82.45,91.94,keibajo_code,10,"22,18,17,16,13,12,11,10,9,5",10,100.0
3,COURSE_27_06_ダ_短距離,omo_tekisei_code+gekiso_juni+kijun_ninkijun_tansho,1|1.0|1,136,136,40.44,96.03,90.86,136,75.74,97.87,100.7,92.33,98.19,class_code,14,"46,23,17,14,8,8,8,4,2,2,1,1,1,1",14,100.0
3,KEIBAJO_SURFACE_06_ダ_条件戦,tenkai_kigo_code+agari_shisu_juni+gekiso_juni,2|1.0|1.0,207,207,41.55,89.52,91.08,207,73.43,92.71,100.51,84.23,89.23,class_code,4,"119,45,8,2",3,75.0
3,GLOBAL_条件戦,kyori_tekisei_2+pace_yoso+da_tekisei_code,2|M|2,178,178,28.65,97.25,86.23,178,64.61,89.27,99.5,83.4,90.25,keibajo_code,10,"31,28,27,26,19,11,11,10,8,7",10,100.0
3,KEIBAJO_SURFACE_09_ダ_条件戦,tenkai_kigo_code+kijun_ninkijun_tansho+gekiso_juni,3|1|1.0,149,149,36.91,76.17,76.29,149,80.54,94.3,99.45,83.33,92.52,class_code,4,"102,28,3,2",3,75.0
3,COURSE_27_06_ダ_短距離,da_tekisei_code+pace_shisu_juni+kijun_ninkijun_tansho,2|1.0|1,150,150,40.0,82.73,85.22,150,74.0,95.13,99.18,88.28,96.19,class_code,9,"58,24,22,17,16,6,4,2,1",8,88.9
3,COURSE_27_06_ダ_短距離,da_tekisei_code+gekiso_juni+kijun_ninkijun_tansho,2|1.0|1,318,318,39.94,87.01,85.24,318,75.47,93.96,99.01,80.87,87.99,class_code,14,"158,38,36,35,18,14,8,4,2,1,1,1,1,1",13,92.9
3,COURSE_27_06_ダ_短距離,joken_class_code+gekiso_juni+kijun_ninkijun_tansho,0|1.0|1,256,256,42.97,86.95,87.43,256,77.34,92.3,98.74,86.46,94.11,tenkai_kigo_code,5,"79,77,52,47,1",2,40.0
3,GLOBAL_条件戦,kyori_tekisei_2+kyakushitsu+omo_tekisei_code,2|2|3,139,139,17.27,49.93,67.09,139,55.4,91.15,98.74,81.0,87.52,keibajo_code,10,"30,19,17,15,13,11,10,10,8,6",10,100.0
3,KEIBAJO_SURFACE_05_ダ_条件戦,manken_shirushi+tenkai_kigo_code+agari_shisu_juni,2|2|1.0,197,197,25.89,84.87,102.19,197,52.28,83.2,98.55,85.74,88.19,class_code,5,"97,53,19,2,1",3,60.0
3,KEIBAJO_SURFACE_06_ダ,manken_shirushi+da_tekisei_code+ichi_shisu_juni,1|2|2.0,143,143,23.78,89.09,97.8,143,47.55,90.63,98.4,82.98,86.74,class_code,11,"46,33,25,17,9,7,2,1,1,1,1",11,100.0
3,KEIBAJO_SURFACE_02_ダ,joshodo_code+ichi_shisu_juni+pace_shisu_juni,3|1.0|1.0,166,166,21.69,68.49,85.39,166,54.82,96.02,98.4,88.92,93.42,class_code,13,"59,45,20,16,8,6,3,2,2,2,1,1,1",12,92.3
3,KEIBAJO_SURFACE_06_ダ_条件戦,omo_tekisei_code+kijun_ninkijun_tansho+gekiso_juni,2|1|1.0,272,272,42.65,85.04,82.25,272,77.94,91.99,97.97,80.88,89.28,tenkai_kigo_code,5,"88,70,67,40,7",2,40.0
3,GLOBAL_条件戦,kyori_tekisei_2+pace_yoso+omo_tekisei_code,2|M|3,158,158,20.25,70.7,76.95,158,55.7,95.06,97.91,81.15,86.69,keibajo_code,10,"30,25,24,20,12,12,11,10,9,5",10,100.0
3,KEIBAJO_SURFACE_02_ダ,ichi_shisu_juni+umakigo_code+pace_shisu_juni,1.0|00|1.0,183,183,24.59,79.73,91.75,183,56.83,96.01,97.81,81.59,89.94,class_code,12,"59,37,17,13,7,7,3,2,2,1,1,1",11,91.7
3,KEIBAJO_SURFACE_06_ダ_条件戦,kyakushitsu+kijun_ninkijun_tansho+gekiso_juni,2|1|1.0,221,221,42.53,81.95,81.14,221,77.83,91.81,97.77,95.01,98.12,tenkai_kigo_code,4,"91,67,56,7",1,25.0
3,KEIBAJO_SURFACE_06_ダ_条件戦,tenkai_kigo_code+agari_shisu_juni+gekiso_juni,3|2.0|2.0,136,136,19.85,73.09,88.99,136,55.88,101.62,97.71,84.23,89.23,class_code,5,"58,38,22,1,1",4,80.0
3,KEIBAJO_SURFACE_05_芝_条件戦,ten_shisu_juni+pace_shisu_juni+gekiso_juni,1.0|1.0|1.0,142,142,39.44,93.38,100.01,142,67.61,93.59,97.59,89.34,93.14,tenkai_kigo_code,5,"58,38,23,17,6",4,80.0
3,KEIBAJO_SURFACE_02_ダ,joshodo_code+ten_shisu_juni+ichi_shisu_juni,3|1.0|1.0,172,172,22.67,87.67,94.81,172,51.16,101.1,97.59,88.05,93.55,class_code,13,"61,51,20,15,7,6,3,3,2,1,1,1,1",11,84.6
3,KEIBAJO_SURFACE_08_芝_条件戦,tenkai_kigo_code+hizume_code+uma_start_shisu,0|23|0.0,138,138,7.97,124.71,88.37,138,32.61,113.91,97.25,80.32,85.05,class_code,5,"114,12,10,1,1",4,80.0
3,KEIBAJO_SURFACE_09_ダ_条件戦,tenkai_kigo_code+kijun_ninkijun_tansho+gekiso_juni,2|1|1.0,174,174,47.13,85.52,82.19,174,79.89,91.21,97.2,83.33,92.52,class_code,4,"106,39,3,1",3,75.0
3,GLOBAL_条件戦,kyori_tekisei_2+kyori_tekisei+hizume_code,2|5|22,152,152,24.34,87.37,90.03,152,57.89,93.62,97.13,82.04,90.09,keibajo_code,10,"23,19,19,18,17,15,12,10,10,9",10,100.0
3,COURSE_27_06_ダ_短距離,umakigo_code+agari_shisu_juni+gekiso_juni,00|1.0|1.0,150,150,36.0,84.4,92.75,150,66.67,90.87,96.98,82.67,87.84,class_code,11,"59,28,14,6,6,4,2,2,2,1,1",10,90.9
3,KEIBAJO_SURFACE_06_ダ_条件戦,tenkai_kigo_code+kijun_ninkijun_tansho+gekiso_juni,3|1|1.0,170,170,40.59,77.06,80.6,170,77.06,89.59,96.94,95.25,100.11,class_code,4,"107,34,4,2",3,75.0
3,GLOBAL_条件戦,kyori_tekisei_2+umakigo_code+keibajo_code,2|00|05,155,155,26.45,70.19,79.18,155,61.94,83.81,96.69,81.12,88.02,tenkai_kigo_code,5,"68,45,24,16,2",4,80.0
3,COURSE_27_04_ダ_中距離,manken_shirushi+da_tekisei_code+uma_start_shisu,1|2|0.0,139,139,9.35,99.86,73.11,139,36.69,109.06,96.69,85.69,91.42,class_code,11,"66,19,19,18,5,4,2,2,2,1,1",10,90.9
3,COURSE_27_06_ダ_短距離,da_tekisei_code+pace_shisu_juni+ten_shisu_juni,2|1.0|1.0,293,293,22.87,110.99,96.28,293,48.12,91.43,96.61,81.4,88.73,class_code,11,"95,54,49,41,23,19,4,3,3,1,1",9,81.8
3,GLOBAL_条件戦,kyori_tekisei_2+pace_yoso+kyakushitsu,2|M|3,158,158,17.09,54.11,62.82,158,57.59,92.85,96.52,80.89,88.06,keibajo_code,10,"25,22,18,17,17,17,15,12,9,6",10,100.0
3,KEIBAJO_SURFACE_09_ダ_条件戦,ls_shisu_juni+kijun_ninkijun_tansho+gekiso_juni,3.0|1|1.0,242,242,42.56,81.86,82.68,242,78.51,90.37,96.44,80.76,87.3,class_code,5,"151,57,9,4,1",3,60.0
3,KEIBAJO_SURFACE_05_芝_条件戦,pace_yoso+pace_shisu_juni+gekiso_juni,M|1.0|1.0,154,154,36.36,91.49,97.41,154,65.58,92.4,96.35,86.68,92.65,tenkai_kigo_code,5,"64,49,25,11,5",4,80.0
3,GLOBAL_条件戦,kyori_tekisei_2+keibajo_code+kyori_tekisei,2|05|5,151,151,25.83,65.89,75.48,151,62.25,83.51,96.09,82.67,92.28,tenkai_kigo_code,5,"66,47,21,15,2",4,80.0
3,KEIBAJO_SURFACE_07_芝,manken_shirushi+joken_class_code+agari_shisu_juni,2|0|1.0,131,131,28.24,87.1,90.04,131,58.78,89.85,96.06,80.84,85.58,class_code,5,"56,28,4,1,1",4,80.0
3,GLOBAL_条件戦,kyori_tekisei_2+umakigo_code+hizume_code,2|00|22,153,153,23.53,84.44,88.08,153,56.86,91.83,95.99,86.25,93.04,keibajo_code,10,"23,20,18,17,17,16,12,11,10,9",10,100.0
3,COURSE_27_08_ダ_中距離,manken_shirushi+tenkai_kigo_code+agari_shisu_juni,1|2|1.0,187,187,19.79,82.09,75.75,187,51.34,98.34,95.98,81.51,85.21,class_code,13,"46,43,34,23,12,9,4,3,2,2,2,1,1",13,100.0
3,COURSE_27_02_芝_中距離,shiba_tekisei_code+ls_shisu_juni+kijun_ninkijun_tansho,2|3.0|1,156,156,37.82,90.9,89.32,156,69.87,90.13,95.95,83.27,90.08,class_code,11,"52,26,23,16,15,8,6,4,3,2,1",10,90.9
3,KEIBAJO_SURFACE_05_芝_条件戦,ichi_shisu_juni+pace_shisu_juni+gekiso_juni,1.0|1.0|1.0,166,166,36.75,89.34,97.77,166,65.66,91.69,95.9,85.21,89.36,tenkai_kigo_code,5,"71,52,18,18,7",3,60.0
3,GLOBAL_条件戦,kyori_tekisei_2+manken_shirushi+umakigo_code,2|2|00,155,155,26.45,73.48,88.56,155,58.06,85.29,95.88,83.62,89.09,keibajo_code,10,"32,23,21,15,15,15,14,10,7,3",10,100.0
3,KEIBAJO_SURFACE_09_ダ,manken_shirushi+joken_class_code+ten_shisu_juni,2|0|1.0,133,133,27.82,112.93,84.7,133,57.89,93.83,95.86,83.73,86.73,tenkai_kigo_code,5,"42,40,30,20,1",5,100.0
3,KEIBAJO_SURFACE_06_ダ_条件戦,rotation+ls_shisu_juni+kijun_ninkijun_tansho,2.0|2.0|1,169,169,46.15,87.34,87.32,169,77.51,89.11,95.8,85.57,91.42,tenkai_kigo_code,5,"53,50,42,22,2",3,60.0
3,GLOBAL_条件戦,kyori_tekisei_2+umakigo_code+omo_tekisei_code,2|00|1,158,158,25.95,76.96,75.73,158,63.29,85.51,95.71,85.06,89.11,keibajo_code,10,"31,31,21,21,20,11,8,8,4,3",10,100.0
3,KEIBAJO_SURFACE_05_芝,kyori_tekisei_2+uma_deokure_ritsu+kyakushitsu,2|0.0|2,319,319,15.67,64.95,101.56,319,39.81,87.12,95.67,81.56,88.66,class_code,17,"76,47,33,31,23,21,21,20,11,9,7,6,5,5,2,1,1",16,94.1
3,KEIBAJO_SURFACE_05_ダ_条件戦,pace_yoso+rotation+ten_shisu_juni,H|2.0|2.0,138,138,16.67,62.75,86.52,138,47.1,98.77,95.67,84.15,88.75,tenkai_kigo_code,5,"85,33,11,7,2",4,80.0
3,KEIBAJO_SURFACE_07_ダ_新馬,kyusha_hyoka_code+uma_deokure_ritsu+kishu_kitai_tansho_ritsu,3|0.0|2.4,164,164,1.22,25.98,32.73,164,18.9,125.37,95.65,82.1,90.91,class_code,6,"134,17,6,3,3,1",5,83.3
3,KEIBAJO_SURFACE_06_ダ_条件戦,manken_shirushi+tenkai_kigo_code+agari_shisu_juni,1|2|1.0,279,279,26.88,84.77,96.61,279,51.25,89.21,95.52,82.41,86.55,class_code,4,"130,98,29,1",2,50.0
3,COURSE_27_02_芝_短距離,joken_class_code+ichi_shisu_juni+ten_shisu_juni,0|1.0|1.0,145,145,25.52,124.83,84.45,145,57.93,91.31,95.38,80.49,88.19,tenkai_kigo_code,5,"62,32,31,14,6",4,80.0
3,KEIBAJO_SURFACE_02_芝_条件戦,kyori_kubun+ten_shisu_juni+ichi_shisu_juni,短距離|1.0|1.0,145,145,25.52,124.83,84.45,145,57.93,91.31,95.38,80.49,88.19,tenkai_kigo_code,5,"62,32,31,14,6",4,80.0
3,KEIBAJO_SURFACE_06_ダ_条件戦,tenkai_kigo_code+agari_shisu_juni+gekiso_juni,3|3.0|1.0,152,152,31.58,77.04,86.62,152,64.47,87.96,95.25,84.23,89.23,class_code,4,"84,44,7,2",3,75.0
3,KEIBAJO_SURFACE_06_ダ_条件戦,pace_yoso+kijun_ninkijun_tansho+gekiso_juni,H|1|1.0,268,268,38.43,73.77,75.62,268,75.0,87.61,95.22,86.55,91.31,tenkai_kigo_code,5,"82,75,55,53,3",1,20.0
3,GLOBAL_条件戦,kyori_tekisei_2+da_tekisei_code+omo_tekisei_code,2|2|1,156,156,25.64,76.03,74.96,156,62.82,84.81,95.15,83.92,89.68,keibajo_code,10,"31,30,21,21,19,11,8,8,4,3",10,100.0
3,KEIBAJO_SURFACE_06_ダ_条件戦,manken_shirushi+omo_tekisei_code+gekiso_juni,1|2|1.0,206,206,30.1,95.05,92.2,206,56.31,84.71,95.12,82.15,90.15,class_code,6,"112,64,26,2,1,1",4,66.7
3,KEIBAJO_SURFACE_06_ダ_未勝利,umakigo_code+ls_shisu_juni+rotation,00|5.0|2.0,134,134,7.46,80.82,89.31,134,29.1,102.91,95.06,82.25,88.93,tenkai_kigo_code,4,"89,19,18,8",3,75.0
3,KEIBAJO_SURFACE_09_ダ_条件戦,joshodo_code+ten_shisu_juni+kijun_ninkijun_tansho,3|1.0|1,208,208,38.94,76.39,78.64,208,76.44,89.62,94.98,81.27,84.34,tenkai_kigo_code,4,"72,72,45,19",2,50.0
3,KEIBAJO_SURFACE_06_ダ_条件戦,tenkai_kigo_code+kijun_ninkijun_tansho+gekiso_juni,0|1|1.0,138,138,32.61,77.1,72.6,138,73.19,90.51,94.98,95.25,100.11,class_code,4,"98,32,7,1",3,75.0
3,COURSE_27_07_ダ_中距離,ten_shisu_juni+pace_shisu_juni+tenkai_kigo_code,1.0|1.0|0,165,165,15.76,95.64,90.36,165,44.24,98.85,94.97,92.85,94.29,class_code,12,"55,53,15,12,9,6,6,4,2,1,1,1",10,83.3
3,GLOBAL_条件戦,kyori_tekisei_2+da_tekisei_code+kyakushitsu,2|2|2,190,190,25.79,71.79,77.6,190,60.53,82.37,94.95,82.45,91.94,keibajo_code,10,"38,31,30,23,15,14,14,12,7,6",10,100.0
3,GLOBAL_条件戦,kyori_tekisei_2+pace_yoso+uma_start_shisu,2|H|0.0,156,156,18.59,79.87,78.45,156,48.72,91.92,94.91,91.77,93.5,keibajo_code,10,"27,24,19,16,15,14,13,10,10,8",10,100.0
3,COURSE_27_05_ダ_マイル,da_tekisei_code+ten_shisu_juni+pace_shisu_juni,2|2.0|1.0,148,148,17.57,103.78,94.13,148,42.57,85.27,94.79,80.46,84.91,class_code,16,"51,34,17,11,9,8,4,3,3,2,1,1,1,1,1,1",15,93.8
3,COURSE_27_07_ダ_短距離,kishu_minarai_code+joshodo_code+kyakushitsu,3|3|2,171,171,8.19,98.25,73.24,171,32.75,119.01,94.75,80.6,86.63,class_code,9,"85,42,13,10,9,6,4,1,1",8,88.9
3,COURSE_27_06_ダ_短距離,da_tekisei_code+ichi_shisu_juni+kijun_ninkijun_tansho,2|1.0|1,135,135,37.04,71.7,73.99,135,71.85,87.48,94.74,88.11,96.53,class_code,9,"57,21,16,16,10,7,5,2,1",8,88.9
3,GLOBAL_条件戦,kyori_tekisei_2+pace_yoso+umakigo_code,2|M|00,444,444,22.3,72.95,78.48,444,56.76,86.8,94.63,85.08,88.56,keibajo_code,10,"69,58,57,56,53,43,32,26,26,24",5,50.0
3,KEIBAJO_SURFACE_08_芝_条件戦,tenkai_kigo_code+ten_shisu_juni+uma_start_shisu,0|1.0|0.0,130,130,16.15,87.54,91.41,130,46.15,99.54,94.6,80.19,85.42,kyori_kubun,4,"66,50,7,7",2,50.0
3,KEIBAJO_SURFACE_06_ダ,manken_shirushi+da_tekisei_code+ichi_shisu_juni,1|2|1.0,183,183,24.04,116.83,89.88,183,45.9,101.58,94.54,82.98,86.74,class_code,11,"60,42,35,25,10,6,1,1,1,1,1",10,90.9
3,GLOBAL_条件戦,kyori_tekisei_2+manken_shirushi+kyori_tekisei,5|2|1,131,131,30.53,96.18,96.01,131,58.78,84.35,94.49,89.16,93.52,keibajo_code,10,"23,17,17,14,13,12,11,9,8,7",10,100.0
3,KEIBAJO_SURFACE_09_ダ_条件戦,kyori_kubun+kijun_ninkijun_tansho+gekiso_juni,マイル|1|1.0,133,133,42.11,82.86,87.01,133,74.44,87.74,94.48,82.62,89.48,tenkai_kigo_code,5,"41,38,35,17,2",5,100.0
3,KEIBAJO_SURFACE_09_ダ_条件戦,manken_shirushi+kyakushitsu+hizume_code,1|2|10,131,131,16.79,77.4,85.75,131,43.51,78.7,94.29,80.97,86.32,tenkai_kigo_code,4,"63,37,30,1",3,75.0
3,KEIBAJO_SURFACE_09_ダ_条件戦,pace_yoso+kijun_ninkijun_tansho+gekiso_juni,M|1|1.0,266,266,40.98,81.95,79.27,266,76.69,89.25,94.29,85.33,88.89,tenkai_kigo_code,5,"102,87,49,27,1",3,60.0
3,GLOBAL_条件戦,kyori_tekisei_2+umakigo_code+da_tekisei_code,2|00|2,440,440,25.0,77.27,80.52,440,58.64,83.41,94.2,82.05,88.19,keibajo_code,10,"77,64,61,57,38,35,32,30,25,21",6,60.0
3,SURFACE_2_芝_条件戦,manken_shirushi+keibajo_code+pace_shisu_juni,5|05|1.0,140,140,27.86,113.07,98.8,140,58.57,102.21,94.13,80.67,85.27,tenkai_kigo_code,5,"52,43,33,9,3",4,80.0
3,KEIBAJO_SURFACE_06_ダ_条件戦,manken_shirushi+pace_yoso+agari_shisu_juni,1|H|1.0,140,140,22.14,62.64,84.49,140,49.29,89.5,94.1,85.71,93.49,class_code,4,"78,49,12,1",3,75.0
3,COURSE_27_07_ダ_中距離,manken_shirushi+da_tekisei_code+hizume_code,1|2|22,130,130,13.08,100.62,103.88,130,36.15,97.77,94.09,80.89,84.88,class_code,11,"61,24,12,11,10,6,2,1,1,1,1",10,90.9
3,KEIBAJO_SURFACE_07_ダ_新馬,uma_deokure_ritsu+kishu_shisu+kishu_kitai_tansho_ritsu,0.0|0.2|1.3,132,132,3.79,188.18,181.19,132,12.12,117.58,94.0,81.31,88.12,class_code,7,"102,20,6,1,1,1,1",6,85.7
3,GLOBAL_条件戦,kyori_tekisei_2+kyori_tekisei+omo_tekisei_code,2|5|1,148,148,27.03,78.51,77.88,148,62.84,84.86,94.0,81.37,86.49,keibajo_code,10,"31,25,22,18,18,11,8,8,4,3",10,100.0
3,COURSE_27_05_芝_中距離,manken_shirushi+uma_deokure_ritsu+shiba_tekisei_code,4|0.0|2,130,130,20.77,76.0,97.67,130,50.0,101.92,93.97,82.26,86.06,class_code,12,"54,19,13,13,10,8,7,2,1,1,1,1",11,91.7
3,COURSE_27_04_芝_短距離,umakigo_code+pace_yoso+kishu_kitai_rentai_ritsu,00|H|3.8,131,131,3.05,100.84,89.78,131,12.21,95.19,93.97,83.62,97.45,class_code,12,"40,18,15,15,14,8,7,6,3,2,1,1",12,100.0
3,KEIBAJO_SURFACE_09_ダ_条件戦,omo_tekisei_code+kijun_ninkijun_tansho+gekiso_juni,2|1|1.0,292,292,40.41,77.74,79.11,292,76.37,88.73,93.87,86.55,90.33,tenkai_kigo_code,5,"94,85,68,43,2",2,40.0
3,KEIBAJO_SURFACE_07_芝_条件戦,tenkai_kigo_code+agari_shisu_juni+kijun_ninkijun_tansho,2|1.0|1,198,198,44.44,92.22,91.87,198,73.74,91.01,93.86,80.94,87.08,kyori_kubun,4,"102,71,16,9",2,50.0
3,GLOBAL_条件戦,kyori_tekisei_2+umakigo_code+kyakushitsu,2|00|2,423,423,21.28,65.79,74.7,423,55.32,84.44,93.77,84.66,88.97,keibajo_code,10,"63,60,55,49,45,37,35,30,25,24",7,70.0
3,GLOBAL_条件戦,kyori_tekisei_2+pace_yoso+kyakushitsu,2|M|2,194,194,21.65,58.87,71.59,194,57.73,83.3,93.77,80.89,88.06,keibajo_code,10,"29,28,24,24,23,20,13,12,12,9",10,100.0
3,KEIBAJO_SURFACE_09_ダ_条件戦,pace_yoso+kijun_ninkijun_tansho+gekiso_juni,M|1|2.0,154,154,37.66,94.22,86.23,154,73.38,93.31,93.67,85.33,88.89,tenkai_kigo_code,5,"54,48,30,18,4",4,80.0
3,COURSE_27_07_ダ_中距離,ten_shisu_juni+pace_shisu_juni+tenkai_kigo_code,1.0|1.0|1,131,131,12.98,61.3,63.26,131,45.8,98.63,93.65,92.85,94.29,class_code,13,"40,38,13,12,8,8,4,2,2,1,1,1,1",13,100.0
3,GLOBAL_条件戦,kyori_tekisei_2+kyori_tekisei+kyakushitsu,5|1|3,170,170,14.12,56.47,64.11,170,49.41,93.29,93.58,80.69,86.24,keibajo_code,10,"31,23,22,21,17,15,14,10,9,8",10,100.0
3,KEIBAJO_SURFACE_05_芝_条件戦,manken_shirushi+ichi_shisu_juni+pace_shisu_juni,2|1.0|1.0,131,131,41.22,119.69,117.64,131,61.07,90.61,93.57,82.44,88.31,tenkai_kigo_code,5,"95,18,11,5,2",4,80.0
3,KEIBAJO_SURFACE_09_ダ_条件戦,kyori_kubun+kijun_ninkijun_tansho+gekiso_juni,中距離|1|1.0,255,255,37.25,73.14,70.63,255,76.86,88.71,93.5,82.62,89.48,tenkai_kigo_code,5,"96,74,57,27,1",2,40.0
3,COURSE_27_05_芝_マイル,hizume_code+uma_deokure_ritsu+kyakushitsu,11|0.0|2,168,168,15.48,98.57,106.21,168,38.69,101.07,93.48,80.28,83.12,class_code,13,"61,34,19,13,9,8,7,7,3,2,2,2,1",12,92.3
